Ladekurvenmessung
Zeit: 2018_05_23 14.56.23
Info: T40, F27N, 1.24
Ladewiderstand[Ohm]: 10000000
Strkapazitt[pF]: 100.000000
Entladezeit[ms]: 100
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 3000.000000
Verzgerung[ms]: 1
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12	Kurve_13	Kurve_14	Kurve_15	Kurve_16	Kurve_17	Kurve_18	Kurve_19	Kurve_20	Kurve_21	Kurve_22	Kurve_23	Kurve_24	Kurve_25	Kurve_26	Kurve_27	Kurve_28	Kurve_29	Kurve_30	Kurve_31	Kurve_32	Kurve_33	Kurve_34	Kurve_35	Kurve_36	Kurve_37	Kurve_38	Kurve_39	Kurve_40	Kurve_41	Kurve_42	Kurve_43	Kurve_44	Kurve_45	Kurve_46	Kurve_47	Kurve_48	Kurve_49	Kurve_50	Kurve_51	Kurve_52	Kurve_53	Kurve_54	Kurve_55	Kurve_56	Kurve_57	Kurve_58	Kurve_59	Kurve_60	Kurve_61	Kurve_62	Kurve_63	Kurve_64	Kurve_65	Kurve_66	Kurve_67	Kurve_68	Kurve_69	Kurve_70	Kurve_71	Kurve_72	Kurve_73	Kurve_74	Kurve_75	Kurve_76	Kurve_77	Kurve_78	Kurve_79	Kurve_80	Kurve_81	Kurve_82	Kurve_83	Kurve_84	Kurve_85	Kurve_86	Kurve_87	Kurve_88	Kurve_89	Kurve_90	Kurve_91	Kurve_92	Kurve_93	Kurve_94	Kurve_95	Kurve_96	Kurve_97	Kurve_98	Kurve_99	Kurve_100
24	0.020855	0.017896	0.017403	0.011815	0.013952	0.014773	0.016417	0.016581	0.015924	0.017567	0.014445	0.014116	0.01428	0.015924	0.017239	0.014773	0.000803	0.016088	0.01691	0.012637	0.016253	0.01428	0.014773	0.016253	0.013787	0.016417	0.015266	0.013623	0.009021	0.013952	0.014938	0.013952	0.0105	0.012308	0.012965	0.01428	0.017074	0.013459	0.016417	0.013952	0.015266	0.012472	0.011651	0.013952	0.013294	0.013459	0.009678	0.006556	0.014609	0.009185	0.00935	0.014445	0.013787	0.011979	0.003926	0.017074	0.017239	0.014445	0.014445	0.015431	0.009021	0.012308	0.013294	0.014116	0.004419	0.009514	0.011651	0.013459	0.014609	0.011158	0.003761	0.015102	0.012472	0.01313	0.013787	0.013294	0.00294	0.014609	0.014773	0.014445	0.014116	0.01313	0.012308	0.015595	0.012965	0.013294	0.008857	0.013294	0.011815	0.010664	0.012472	0.01313	0.012965	0.007706	0.012965	0.012637	0.009843	0.012472	0.011486	0.013459
25	0.020033	0.018718	0.015924	0.012308	0.014445	0.013294	0.015924	0.017567	0.014609	0.018882	0.012637	0.015431	0.014445	0.016417	0.014938	0.016581	0.006227	0.016746	0.016253	0.010993	0.016253	0.016581	0.015924	0.015924	0.012965	0.016088	0.01313	0.015924	0.009185	0.014609	0.01313	0.015266	0.012801	0.010336	0.013952	0.015924	0.015431	0.014938	0.014116	0.01428	0.014938	0.012965	0.011486	0.01428	0.014938	0.014773	0.009678	0.008692	0.015924	0.009678	0.014116	0.016253	0.013459	0.012637	0.003597	0.016253	0.015102	0.016746	0.012801	0.013294	0.012965	0.013294	0.012801	0.014938	0.006227	0.008528	0.012965	0.012801	0.013459	0.013294	0.003268	0.015431	0.012965	0.013623	0.015266	0.015266	0.003104	0.015595	0.013459	0.01428	0.013459	0.01428	0.012801	0.012801	0.013294	0.013623	0.011979	0.011651	0.011979	0.011815	0.010829	0.01313	0.012472	0.010007	0.009021	0.012965	0.009678	0.010993	0.011322	0.012472
26	0.020033	0.017239	0.019211	0.012472	0.010829	0.016746	0.015595	0.015924	0.017239	0.015595	0.013294	0.014773	0.013952	0.017403	0.016253	0.016417	0.006556	0.015431	0.016417	0.015102	0.014609	0.015595	0.014609	0.016253	0.01428	0.015595	0.013952	0.016088	0.009185	0.013787	0.012472	0.014773	0.010829	0.012965	0.014116	0.013459	0.015595	0.015102	0.01428	0.013623	0.015924	0.013787	0.010664	0.012801	0.011651	0.013787	0.008857	0.008363	0.017403	0.008857	0.009185	0.016417	0.004748	0.012144	0.003926	0.016417	0.013952	0.01313	0.012637	0.012965	0.015431	0.01428	0.015102	0.015431	0.00409	0.009678	0.011651	0.012472	0.014773	0.012472	0.003926	0.014116	0.012472	0.014445	0.013459	0.013787	0.00409	0.016088	0.014116	0.015595	0.013623	0.012144	0.011486	0.012144	0.014116	0.015924	0.010829	0.011486	0.012144	0.014445	0.011322	0.012637	0.01313	0.008363	0.010007	0.012472	0.00935	0.011815	0.011979	0.01428
27	0.021183	0.019868	0.018225	0.013787	0.01428	0.013623	0.01428	0.018225	0.012308	0.018718	0.013787	0.012801	0.015924	0.014116	0.016746	0.015102	0.006227	0.015924	0.016088	0.012472	0.017896	0.015266	0.015431	0.016581	0.013459	0.01428	0.011815	0.017074	0.009843	0.014938	0.011815	0.015431	0.0105	0.012637	0.013623	0.014938	0.014938	0.014609	0.015266	0.013294	0.014938	0.011651	0.010336	0.015266	0.014445	0.013952	0.008363	0.006556	0.014445	0.009021	0.009843	0.01576	0.003104	0.013952	0.003104	0.020362	0.015595	0.013952	0.013952	0.01313	0.014445	0.017239	0.01313	0.013787	0.004419	0.009843	0.012637	0.011815	0.013952	0.011815	0.00409	0.015595	0.012637	0.012801	0.014116	0.015266	0.002775	0.016088	0.012801	0.014609	0.013623	0.011979	0.013623	0.01313	0.012472	0.012965	0.009185	0.012472	0.012801	0.009514	0.010993	0.01313	0.011979	0.008035	0.011322	0.014116	0.008528	0.01313	0.012144	0.012965
28	0.019868	0.018554	0.018225	0.012801	0.014116	0.01691	0.016746	0.010829	0.013294	0.01691	0.010993	0.014773	0.014445	0.015595	0.014938	0.015431	0.007377	0.014609	0.017732	0.01313	0.01576	0.018061	0.017732	0.01691	0.013787	0.016746	0.014773	0.017239	0.010336	0.014938	0.014116	0.015102	0.011979	0.011651	0.014445	0.015924	0.014445	0.014116	0.013952	0.013623	0.016088	0.012472	0.010171	0.012965	0.013787	0.014445	0.010171	0.007706	0.016746	0.009021	0.010336	0.012965	0.003761	0.015266	0.003268	0.016746	0.014116	0.012801	0.012801	0.014773	0.014609	0.012144	0.014773	0.016253	0.003597	0.010007	0.011815	0.013623	0.013623	0.012308	0.001789	0.014609	0.014116	0.012472	0.013952	0.015595	0.001132	0.014938	0.012965	0.014773	0.01313	0.011815	0.012637	0.012801	0.014445	0.014609	0.010171	0.012308	0.012472	0.013294	0.012637	0.012965	0.012965	0.010171	0.00935	0.012472	0.009514	0.013294	0.011158	0.013952
29	0.018882	0.020033	0.021019	0.013952	0.013952	0.014938	0.014938	0.014938	0.014445	0.018225	0.01313	0.018225	0.013459	0.017239	0.016417	0.016088	0.006062	0.020855	0.01691	0.012637	0.016746	0.01428	0.017239	0.016746	0.01313	0.016088	0.011651	0.018225	0.007542	0.015924	0.01313	0.014773	0.010829	0.012965	0.01428	0.015595	0.01576	0.012144	0.016746	0.011979	0.01428	0.014609	0.011158	0.014609	0.015266	0.014445	0.010171	0.009021	0.015924	0.009185	0.009021	0.01428	0.001789	0.012965	0.004255	0.017732	0.013623	0.013459	0.012637	0.01313	0.013952	0.014116	0.013294	0.014609	0.00409	0.008857	0.012308	0.010829	0.012965	0.011815	0.00409	0.011815	0.01313	0.012308	0.016253	0.015431	0.003268	0.015266	0.012472	0.013459	0.014773	0.012308	0.012637	0.013294	0.013459	0.012637	0.011158	0.012965	0.014116	0.012308	0.009185	0.011486	0.012801	0.012308	0.010171	0.012144	0.009021	0.010829	0.012965	0.016253
30	0.021019	0.017403	0.017732	0.013459	0.013459	0.015266	0.01691	0.015924	0.015431	0.017403	0.013294	0.013294	0.014116	0.013952	0.017567	0.015102	0.00672	0.01576	0.01691	0.013294	0.017239	0.015266	0.014773	0.017074	0.016253	0.016581	0.012965	0.015924	0.008692	0.014773	0.012472	0.014773	0.010336	0.012801	0.014116	0.015595	0.013459	0.01313	0.013459	0.011158	0.015266	0.01313	0.010664	0.01428	0.013952	0.012637	0.010829	0.007542	0.016088	0.010829	0.00935	0.01313	0.004748	0.014938	0.004419	0.016417	0.014938	0.012308	0.014609	0.013787	0.015595	0.012472	0.015102	0.014609	0.003433	0.008199	0.01313	0.015431	0.01691	0.012308	0.005241	0.016581	0.013294	0.012801	0.013623	0.01428	0.003433	0.013623	0.013623	0.015431	0.013623	0.012308	0.018225	0.014445	0.013952	0.014445	0.010007	0.011486	0.012472	0.014116	0.011322	0.014445	0.012144	0.009514	0.010829	0.012472	0.00935	0.012637	0.013459	0.01313
31	0.017732	0.020362	0.017896	0.011486	0.01428	0.015102	0.017239	0.01691	0.01428	0.015431	0.016417	0.014609	0.014773	0.015266	0.01576	0.016253	0.004583	0.015595	0.018061	0.011322	0.01954	0.015595	0.014938	0.016417	0.014938	0.016253	0.014938	0.014116	0.010993	0.015431	0.012637	0.016088	0.012801	0.012308	0.013952	0.015924	0.015924	0.014773	0.014445	0.016581	0.013952	0.013623	0.0105	0.014938	0.013952	0.015102	0.010336	0.006884	0.016746	0.00935	0.007706	0.012472	0.005076	0.015431	0.004748	0.016417	0.01428	0.011486	0.016746	0.013623	0.012472	0.013294	0.013294	0.016581	0.003104	0.00787	0.015266	0.012144	0.01313	0.011322	0.003104	0.015431	0.012637	0.012637	0.013787	0.016088	0.003268	0.014938	0.015266	0.011651	0.015102	0.012144	0.011815	0.014938	0.015102	0.014116	0.010007	0.013294	0.013294	0.011651	0.011979	0.011815	0.013787	0.009514	0.010336	0.012308	0.010664	0.015102	0.011979	0.011979
32	0.011651	0.018554	0.019211	0.015431	0.01313	0.017732	0.016417	0.016088	0.01428	0.017074	0.015102	0.014445	0.012965	0.016253	0.01428	0.01428	0.007049	0.016417	0.015595	0.014938	0.016417	0.014773	0.015431	0.01576	0.011979	0.011979	0.012472	0.01691	0.008035	0.012965	0.011815	0.013952	0.011322	0.013294	0.015102	0.012637	0.013459	0.01428	0.012965	0.013787	0.015924	0.013623	0.010664	0.014609	0.013294	0.012965	0.011322	0.006556	0.012637	0.009678	0.0105	0.014116	0.001789	0.013787	0.003597	0.016581	0.015595	0.014116	0.012308	0.013294	0.016088	0.012308	0.01428	0.014609	0.005076	0.007706	0.014609	0.012801	0.01428	0.011651	0.00409	0.014938	0.012637	0.014445	0.012965	0.014445	0.008035	0.015266	0.011815	0.014609	0.012308	0.011486	0.011815	0.012637	0.014116	0.014445	0.0105	0.012144	0.012965	0.013952	0.012472	0.013294	0.014116	0.009843	0.012472	0.011322	0.009021	0.012637	0.011979	0.014609
33	0.018882	0.018882	0.018225	0.013459	0.014445	0.019047	0.016581	0.017896	0.015102	0.017732	0.009185	0.014938	0.015431	0.015266	0.015431	0.015595	0.006227	0.015595	0.016088	0.010993	0.017732	0.01576	0.017239	0.016746	0.012637	0.015595	0.011322	0.016088	0.010336	0.014116	0.014116	0.01428	0.012472	0.012801	0.015595	0.01428	0.016088	0.013459	0.016088	0.013952	0.013952	0.01428	0.012308	0.013952	0.013294	0.012965	0.009514	0.00787	0.012472	0.010336	0.009678	0.01428	0.004583	0.015102	0.004419	0.017403	0.014609	0.01428	0.012637	0.015924	0.014773	0.01313	0.013294	0.018389	0.004419	0.008363	0.011815	0.014609	0.013787	0.014116	0.002775	0.015102	0.013294	0.014116	0.014773	0.015431	0.003433	0.015431	0.014445	0.012472	0.014609	0.012308	0.015266	0.013787	0.015924	0.012308	0.010664	0.012965	0.012144	0.012965	0.0105	0.010007	0.014609	0.010007	0.010993	0.012637	0.010007	0.012801	0.011651	0.012965
34	0.019375	0.017239	0.019375	0.014116	0.014116	0.015595	0.017732	0.01691	0.014116	0.017239	0.011651	0.015595	0.014116	0.016088	0.015924	0.015595	0.006884	0.016746	0.015266	0.012965	0.016417	0.015102	0.015266	0.017567	0.014938	0.015431	0.014773	0.015431	0.00935	0.014609	0.011979	0.013294	0.013294	0.011158	0.014116	0.014116	0.016088	0.014938	0.012637	0.013787	0.014609	0.015924	0.011651	0.014938	0.013294	0.013787	0.013623	0.009021	0.017567	0.010664	0.009514	0.01313	0.003104	0.012965	0.004255	0.018389	0.015266	0.013787	0.012308	0.014609	0.015266	0.011651	0.013459	0.014938	0.00409	0.010007	0.012472	0.012801	0.014116	0.013294	0.005076	0.018554	0.013952	0.011815	0.013459	0.015595	0.003761	0.01691	0.01313	0.013294	0.013623	0.01313	0.012308	0.013294	0.014773	0.014609	0.010336	0.012801	0.010007	0.013294	0.011815	0.013459	0.011979	0.0105	0.010664	0.011651	0.007706	0.01313	0.012472	0.013952
35	0.019211	0.018061	0.018882	0.013294	0.013623	0.014445	0.01691	0.01691	0.01576	0.016581	0.014773	0.015924	0.016746	0.015924	0.015431	0.015431	0.003761	0.020033	0.01691	0.012637	0.017239	0.014938	0.016253	0.01691	0.011158	0.016417	0.012472	0.014445	0.010007	0.013787	0.01428	0.014609	0.011486	0.013459	0.01428	0.015431	0.015102	0.013294	0.012637	0.014609	0.01428	0.014938	0.011815	0.013952	0.013294	0.013623	0.010171	0.009514	0.013294	0.009514	0.008528	0.012801	0.002282	0.015102	0.00409	0.01691	0.015266	0.01428	0.013952	0.015266	0.014938	0.013623	0.014445	0.015102	0.003926	0.010171	0.012637	0.012801	0.013952	0.012965	0.004748	0.012965	0.012472	0.012637	0.014116	0.014938	0.004255	0.017567	0.01428	0.013787	0.014773	0.011651	0.013787	0.01313	0.013952	0.012801	0.009678	0.012472	0.012801	0.013459	0.011158	0.010171	0.01428	0.008692	0.014609	0.012965	0.0105	0.012965	0.009678	0.013787
36	0.018882	0.017239	0.01576	0.011651	0.013459	0.01576	0.016581	0.016746	0.014938	0.01691	0.013623	0.016253	0.018225	0.016417	0.015595	0.015595	0.004748	0.017732	0.014773	0.013623	0.016417	0.015266	0.015431	0.018061	0.013294	0.015924	0.012801	0.01428	0.009021	0.013952	0.013623	0.015102	0.011322	0.010829	0.013459	0.015266	0.015924	0.012637	0.010336	0.01428	0.01691	0.013623	0.012308	0.013787	0.014116	0.014445	0.010829	0.009185	0.015431	0.011651	0.011158	0.014445	0.00294	0.012637	0.003926	0.01576	0.015431	0.013952	0.011322	0.013952	0.010993	0.013459	0.012637	0.012637	0.003761	0.008692	0.012965	0.012637	0.015266	0.011651	0.005734	0.015102	0.012472	0.013294	0.012308	0.01313	0.004748	0.016417	0.013459	0.017567	0.013294	0.009678	0.012965	0.013952	0.014445	0.014116	0.010829	0.012472	0.011815	0.013787	0.012965	0.012472	0.012637	0.009185	0.011158	0.011486	0.008363	0.01313	0.011322	0.012144
37	0.019704	0.01576	0.017567	0.012144	0.014609	0.015102	0.015924	0.017567	0.017403	0.016581	0.013294	0.01691	0.014116	0.016417	0.016253	0.018225	0.004255	0.016253	0.016088	0.013952	0.016253	0.01576	0.015102	0.016417	0.013294	0.015102	0.014938	0.012801	0.008692	0.016088	0.014445	0.014445	0.011815	0.011815	0.013459	0.01576	0.016417	0.014609	0.015102	0.015102	0.01576	0.015266	0.015595	0.011651	0.013787	0.013623	0.010829	0.009185	0.014609	0.007213	0.009021	0.013459	0.003104	0.01313	0.006227	0.016088	0.014609	0.013623	0.012637	0.01428	0.01428	0.00935	0.01576	0.014609	0.003268	0.009021	0.012308	0.012308	0.012637	0.012965	0.006227	0.014773	0.012637	0.014116	0.016088	0.014938	0.00409	0.016746	0.01428	0.012472	0.014773	0.011979	0.011815	0.015924	0.013294	0.013952	0.0105	0.013294	0.013294	0.014609	0.00935	0.011158	0.014938	0.008857	0.010664	0.012472	0.010993	0.015102	0.011979	0.013459
38	0.020526	0.018882	0.017732	0.013459	0.012308	0.013623	0.01576	0.018389	0.014773	0.017074	0.014116	0.014609	0.01576	0.017896	0.01576	0.016746	0.005898	0.014445	0.013294	0.01313	0.016253	0.015924	0.014609	0.013623	0.011486	0.015431	0.014609	0.015595	0.008692	0.012965	0.013623	0.014773	0.011322	0.010829	0.013952	0.014445	0.016417	0.012637	0.013294	0.013459	0.016253	0.014445	0.010336	0.012144	0.013459	0.015102	0.011815	0.009021	0.014609	0.009843	0.009514	0.015266	0.002611	0.012637	0.004419	0.018061	0.015924	0.014609	0.014116	0.014116	0.015266	0.006556	0.012144	0.014116	0.006062	0.009678	0.013952	0.012144	0.013459	0.010993	0.004583	0.015595	0.013459	0.012801	0.013623	0.015266	0.004419	0.015266	0.012308	0.014116	0.012637	0.012965	0.011322	0.011979	0.012144	0.011158	0.011651	0.013787	0.011651	0.01313	0.011158	0.012144	0.011486	0.009678	0.010829	0.012965	0.008363	0.013294	0.008363	0.014445
39	0.01954	0.017732	0.018554	0.011651	0.01313	0.014609	0.016746	0.016581	0.015595	0.018389	0.01313	0.014609	0.01313	0.017896	0.016746	0.016581	0.007377	0.015102	0.017896	0.011979	0.01691	0.018718	0.016417	0.016746	0.015102	0.016746	0.013623	0.014609	0.00787	0.014938	0.014938	0.017074	0.011486	0.014938	0.014609	0.014445	0.015431	0.01313	0.014773	0.014773	0.015924	0.015595	0.009678	0.012965	0.013952	0.013952	0.009678	0.008199	0.014445	0.008528	0.010993	0.013787	0.005241	0.013459	0.004912	0.017239	0.013952	0.013459	0.011979	0.014609	0.013294	0.011979	0.012801	0.012965	0.003433	0.009514	0.01313	0.012472	0.012965	0.011651	0.005405	0.014609	0.012472	0.013294	0.016253	0.012965	0.003597	0.016088	0.013623	0.01428	0.014116	0.011322	0.013623	0.014116	0.012472	0.014445	0.010171	0.014938	0.012637	0.011486	0.010664	0.012472	0.014116	0.010336	0.010993	0.011486	0.009843	0.011815	0.010829	0.013459
40	0.020197	0.017896	0.019868	0.013787	0.013952	0.013459	0.016581	0.016417	0.01576	0.016746	0.011651	0.013459	0.014116	0.017403	0.015431	0.016746	0.003268	0.01691	0.016253	0.011815	0.014609	0.015102	0.013459	0.015924	0.012472	0.015431	0.013294	0.011651	0.009678	0.015266	0.012965	0.016253	0.011815	0.013459	0.013294	0.015595	0.016581	0.01313	0.014773	0.014116	0.017074	0.011979	0.012637	0.014938	0.01428	0.015431	0.009843	0.009185	0.01576	0.009678	0.011322	0.014116	-1.9e-05	0.012144	0.002775	0.017567	0.01691	0.01428	0.011322	0.013459	0.014116	0.012308	0.014938	0.011651	0.006391	0.00935	0.013787	0.0105	0.01313	0.009678	0.003926	0.018882	0.012637	0.012472	0.01428	0.012472	0.003104	0.015595	0.012965	0.013623	0.01691	0.012965	0.01313	0.013294	0.014116	0.014116	0.012637	0.010993	0.011815	0.012965	0.011815	0.012472	0.013623	0.010171	0.009843	0.011651	0.009678	0.012637	0.010336	0.014445
41	0.020855	0.018718	0.015102	0.011815	0.015102	0.01576	0.019375	0.016581	0.014938	0.016746	0.013294	0.016417	0.013952	0.015595	0.01691	0.015431	0.005569	0.016746	0.01691	0.012144	0.015595	0.015431	0.016253	0.01428	0.013952	0.016088	0.013459	0.014609	0.008035	0.014116	0.014609	0.013459	0.010171	0.012144	0.014938	0.013787	0.013623	0.012801	0.010336	0.016253	0.017896	0.013294	0.011322	0.015924	0.014609	0.01313	0.008528	0.010664	0.01428	0.009678	0.010993	0.014938	0.006062	0.013952	0.004255	0.018061	0.017239	0.013623	0.013294	0.014445	0.011979	0.012965	0.013623	0.015924	0.006391	0.009678	0.012308	0.01313	0.014938	0.012472	0.005076	0.012637	0.013787	0.013623	0.015266	0.015102	0.003926	0.014116	0.013459	0.012472	0.014116	0.012965	0.009514	0.013952	0.012472	0.013459	0.011815	0.011979	0.013952	0.012965	0.009185	0.013952	0.012801	0.008035	0.011158	0.012144	0.00935	0.012965	0.010007	0.013623
42	0.02069	0.018061	0.017403	0.013459	0.014116	0.014773	0.012801	0.01691	0.016088	0.019047	0.013294	0.01428	0.015595	0.017074	0.017567	0.016581	0.005405	0.017567	0.017074	0.011815	0.018554	0.01576	0.015924	0.014773	0.011815	0.016581	0.012801	0.013623	0.00935	0.01313	0.01313	0.01954	0.011815	0.012637	0.014773	0.014938	0.016581	0.01428	0.013952	0.012308	0.015102	0.011815	0.011486	0.014609	0.013459	0.015431	0.008199	0.007542	0.01691	0.008363	0.011651	0.013623	0.003268	0.012801	0.004255	0.019704	0.01576	0.016253	0.015102	0.014609	0.013952	0.01428	0.015266	0.01428	0.001789	0.009185	0.014116	0.011815	0.012965	0.011651	0.003926	0.012637	0.011815	0.012637	0.014938	0.014773	0.004583	0.014773	0.013952	0.013787	0.01428	0.013459	0.011651	0.01313	0.013623	0.012965	0.012637	0.011486	0.012637	0.011651	0.009021	0.012965	0.012637	0.009678	0.011158	0.012637	0.009843	0.012637	0.012965	0.013294
43	0.019868	0.019211	0.017239	0.012965	0.015102	0.017403	0.014445	0.015102	0.016581	0.015266	0.012801	0.015266	0.013623	0.016253	0.017239	0.014938	0.006062	0.018225	0.015595	0.012965	0.015266	0.014609	0.01428	0.016581	0.012801	0.01576	0.014938	0.012965	0.009021	0.014609	0.013623	0.016088	0.012308	0.012965	0.014609	0.015266	0.015102	0.013952	0.013787	0.014445	0.016581	0.012965	0.010664	0.014938	0.012144	0.013459	0.012308	0.007706	0.01428	0.008035	0.012144	0.013952	0.004255	0.013787	0.003761	0.017074	0.014116	0.010664	0.012965	0.01313	0.015924	0.012637	0.013623	0.015102	0.00672	0.010007	0.015431	0.013294	0.013294	0.012308	0.004419	0.013952	0.010829	0.013787	0.013459	0.014445	0.004912	0.015924	0.012637	0.014445	0.015102	0.011158	0.013623	0.014773	0.016581	0.01428	0.009843	0.011815	0.011158	0.012308	0.012472	0.012965	0.012965	0.010336	0.009843	0.01313	0.010829	0.011979	0.010664	0.014445
44	0.018389	0.018882	0.017239	0.014773	0.013294	0.013294	0.015924	0.013459	0.014609	0.018225	0.014609	0.014445	0.015924	0.01576	0.016581	0.018225	0.006556	0.016581	0.016746	0.010336	0.016746	0.015102	0.01428	0.016253	0.01313	0.015924	0.011651	0.014938	0.013294	0.015924	0.012308	0.015924	0.012308	0.013952	0.01313	0.01428	0.015595	0.013623	0.012637	0.014609	0.014116	0.012637	0.011158	0.014445	0.01313	0.014609	0.010829	0.008035	0.01576	0.010007	0.010829	0.013787	0.005076	0.014938	0.005076	0.016581	0.017896	0.011979	0.013459	0.012472	0.014445	0.014116	0.011815	0.010664	0.006556	0.008857	0.011815	0.008363	0.013294	0.011979	0.004912	0.015102	0.014445	0.012308	0.013952	0.016581	0.003761	0.012308	0.013952	0.014445	0.014609	0.012965	0.011979	0.01576	0.012472	0.012308	0.011158	0.012308	0.011815	0.012308	0.011486	0.014116	0.015266	0.009514	0.011486	0.011158	0.009185	0.011815	0.012144	0.013294
45	0.021512	0.017239	0.017732	0.01428	0.015595	0.017403	0.016746	0.018718	0.014938	0.018389	0.012144	0.013952	0.014445	0.014116	0.01576	0.017239	0.006227	0.015266	0.014938	0.012965	0.014609	0.015102	0.01428	0.017239	0.014938	0.01691	0.015595	0.01428	0.009514	0.015924	0.015431	0.014773	0.012637	0.012308	0.014609	0.014938	0.013952	0.014938	0.013623	0.012801	0.012308	0.013623	0.010829	0.015102	0.014938	0.012637	0.01313	0.008035	0.015266	0.009678	0.010007	0.013294	0.005898	0.017403	0.003597	0.016581	0.012965	0.012801	0.012472	0.013623	0.014773	0.012965	0.01576	0.01428	0.003597	0.009678	0.012965	0.013294	0.012637	0.012308	0.004419	0.014609	0.013952	0.01428	0.012472	0.015266	0.004748	0.015924	0.013459	0.014938	0.013787	0.012144	0.012472	0.014445	0.014938	0.014116	0.011322	0.013623	0.011815	0.01313	0.011158	0.015924	0.013623	0.010007	0.011651	0.011158	0.010171	0.012308	0.012965	0.01576
46	0.018389	0.020362	0.019375	0.018882	0.015102	0.015102	0.018061	0.016253	0.015102	0.017239	0.013787	0.012144	0.015595	0.015595	0.01691	0.015595	0.006391	0.01691	0.018225	0.014116	0.014609	0.014116	0.016581	0.016581	0.01428	0.015431	0.012308	0.012965	0.011322	0.01954	0.012637	0.015431	0.012144	0.011815	0.014773	0.01576	0.015595	0.015102	0.015431	0.012472	0.014116	0.014116	0.011979	0.016253	0.01428	0.015595	0.010171	0.008857	0.014609	0.008692	0.00935	0.013787	0.003433	0.013294	0.00294	0.018061	0.01428	0.014116	0.012801	0.012965	0.014609	0.014445	0.011651	0.016088	0.005076	0.00935	0.01313	0.01313	0.012144	0.010664	0.003926	0.015102	0.012801	0.011815	0.012472	0.01576	0.004583	0.01313	0.013787	0.013952	0.014938	0.0105	0.012308	0.013787	0.013623	0.013623	0.010664	0.01313	0.009678	0.012472	0.011815	0.012801	0.012965	0.009843	0.005898	0.014445	0.00935	0.012965	0.011651	0.013294
47	0.020526	0.01954	0.017567	0.013952	0.013952	0.014938	0.016253	0.016253	0.013787	0.018225	0.012965	0.014116	0.014609	0.013787	0.017239	0.014938	0.005569	0.01691	0.016253	0.013459	0.016417	0.014773	0.014445	0.017732	0.014445	0.016253	0.011158	0.015595	0.009678	0.014938	0.012144	0.015102	0.011815	0.013952	0.015924	0.01576	0.013459	0.012965	0.013952	0.013459	0.016746	0.012144	0.010664	0.015266	0.014938	0.012965	0.012472	0.007542	0.015102	0.01313	0.010829	0.012472	0.00409	0.013787	0.004748	0.015924	0.012965	0.012472	0.012308	0.013459	0.017403	0.01313	0.014445	0.012965	0.005076	0.008692	0.013623	0.013294	0.01428	0.011651	0.00409	0.014938	0.014773	0.011815	0.013623	0.014609	0.006556	0.012965	0.014609	0.016088	0.01428	0.012801	0.012965	0.014609	0.014445	0.013459	0.009678	0.012472	0.011486	0.013294	0.013952	0.013459	0.013294	0.010007	0.009843	0.012637	0.010664	0.011815	0.012308	0.013623
48	0.019047	0.018554	0.018718	0.012965	0.013952	0.018389	0.016417	0.017403	0.013787	0.015595	0.014445	0.015102	0.015595	0.014609	0.014938	0.017239	0.004912	0.016417	0.016417	0.013787	0.015595	0.017403	0.016581	0.016581	0.01313	0.014773	0.011979	0.01428	0.012308	0.018061	0.014445	0.01428	0.016088	0.013294	0.015102	0.01576	0.014116	0.007706	0.014773	0.013952	0.014445	0.01576	0.005569	0.014938	0.014609	0.013952	0.010993	0.008692	0.013787	0.009185	0.009678	0.013294	0.004912	0.014938	0.006556	0.01691	0.015924	0.013952	0.011815	0.013459	0.014938	0.013952	0.014116	0.016417	0.005569	0.007706	0.014773	0.012965	0.011979	0.011815	0.006062	0.01428	0.01313	0.01428	0.013294	0.016746	0.003433	0.014938	0.016417	0.012308	0.014609	0.009514	0.012472	0.014938	0.01428	0.010664	0.0105	0.012472	0.01428	0.012637	0.010336	0.013623	0.013952	0.011651	0.011815	0.012637	0.013294	0.011815	0.011651	0.012308
49	0.021841	0.017732	0.019047	0.013294	0.015102	0.014445	0.015595	0.018061	0.014445	0.017074	0.01313	0.013623	0.018225	0.016581	0.015595	0.013787	0.006391	0.015595	0.015595	0.013459	0.01691	0.01428	0.015595	0.015266	0.012801	0.015924	0.015595	0.015924	0.009021	0.014609	0.012965	0.01576	0.011815	0.013952	0.016253	0.014938	0.015595	0.012965	0.012965	0.011651	0.015595	0.01313	0.010993	0.014938	0.014116	0.012637	0.011322	0.008528	0.014116	0.009843	0.011815	0.012965	0.003597	0.013623	0.005076	0.018882	0.014938	0.012965	0.013623	0.013787	0.014938	0.013294	0.015102	0.014609	0.004255	0.010007	0.013787	0.013459	0.01428	0.011651	0.004419	0.014609	0.012965	0.010993	0.012965	0.013952	0.003104	0.015595	0.012144	0.016253	0.013623	0.011651	0.011979	0.013787	0.013294	0.014445	0.012801	0.011979	0.011651	0.012965	0.011979	0.012472	0.01313	0.010336	0.011322	0.012472	0.010171	0.012637	0.011322	0.013294
